sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
229984,https://sofifa.com/player/229984/ben-chilwell/220002,B. Chilwell,Ben Chilwell,"LWB, LB",82,86,40500000,100000,24,1996-12-21,178,77,5,Chelsea,English Premier League,1,SUB,21,,2020-08-26,2025,14,England,,,,Left,3,3,2,High/High,Normal (170-185),Yes,78000000,#Engine,Speed Dribbler (AI),76,53,77,78,78,75,82,49,68,79,42,78,71,67,73,81,77,75,70,80,72,72,86,88,69,42,73,78,74,73,52,74,78,79,82,10,7,14,7,10,,69+2,69+2,69+2,74,72,72,72,74,73+2,73+2,73+2,77+2,76+2,76+2,76+2,77+2,80+2,78+2,78+2,78+2,80+2,80+2,77+2,77+2,77+2,80+2,17+2,https://cdn.sofifa.net/players/229/984/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/gb-eng.png
230168,https://sofifa.com/player/230168/raphael-william-anjos-rochedo/220002,Raphaelinho Anjos,Raphael William Anjos Rochedo,GK,82,82,10000000,20000,33,1988-02-29,190,85,112472,RB Bragantino,Campeonato Brasileiro S?rie A,1,GK,1,,2021-08-13,2024,54,Brazil,1370,GK,1,Right,2,1,1,Medium/Medium,Normal (185+),No,19000000,,Team Player,,,,,,,10,8,11,18,8,9,9,18,16,21,41,42,34,82,41,58,67,29,79,7,34,23,20,51,14,67,20,17,13,79,84,77,83,78,41,29+2,29+2,29+2,25,29,29,29,25,27+2,27+2,27+2,26+2,27+2,27+2,27+2,26+2,26+2,28+2,28+2,28+2,26+2,26+2,30+2,30+2,30+2,26+2,81+1,https://cdn.sofifa.net/players/230/168/22_120.png,https://cdn.sofifa.net/teams/112472/60.png,https://cdn.sofifa.net/flags/br.png,https://cdn.sofifa.net/teams/1370/60.png,https://cdn.sofifa.net/flags/br.png
230375,https://sofifa.com/player/230375/josue-durval-chiamulera-vaz/220002,Josu? Chiamulera,Josu? Durval Chiamulera Vaz,CB,82,82,25500000,41000,29,1992-02-29,185,80,1629,Gr?mio,Campeonato Brasileiro S?rie A,1,RCB,2,,2021-07-08,2024,54,Brazil,1370,RCB,3,Right,3,2,1,Medium/Medium,Normal (185+),No,48500000,,,78,43,56,64,85,79,40,38,83,74,44,56,45,49,61,70,80,76,76,85,57,53,73,77,76,41,88,84,38,42,56,71,85,87,82,16,15,13,15,10,,60+2,60+2,60+2,59,59,59,59,59,60+2,60+2,60+2,61+2,64+2,64+2,64+2,61+2,74+2,77+2,77+2,77+2,74+2,77+2,82,82,82,77+2,22+2,https://cdn.sofifa.net/players/230/375/22_120.png,https://cdn.sofifa.net/teams/1629/60.png,https://cdn.sofifa.net/flags/br.png,https://cdn.sofifa.net/teams/1370/60.png,https://cdn.sofifa.net/flags/br.png
230869,https://sofifa.com/player/230869/unai-simon-mendibil/220002,Unai Sim?n,Unai Sim?n Mendibil,GK,82,86,34500000,24000,24,1997-06-11,190,89,448,Athletic Club de Bilbao,Spain Primera Division,1,GK,1,,2015-08-25,2025,45,Spain,1362,GK,23,Right,3,1,3,Medium/Medium,Normal (185+),No,75000000,,"Comes For Crosses, Saves with Feet",,,,,,,16,14,18,40,17,12,20,14,37,16,46,48,32,72,47,57,63,45,76,13,27,26,14,44,24,42,11,18,12,82,77,76,85,84,47,31+3,31+3,31+3,27,29,29,29,27,30+3,30+3,30+3,30+3,33+3,33+3,33+3,30+3,29+3,32+3,32+3,32+3,29+3,29+3,30+3,30+3,30+3,29+3,81+3,https://cdn.sofifa.net/players/230/869/22_120.png,https://cdn.sofifa.net/teams/448/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
231943,https://sofifa.com/player/231943/richarlison-de-andrade/220002,Richarlison,Richarlison de Andrade,"ST, LW, LM",82,87,46500000,100000,24,1997-05-10,181,71,7,Everton,English Premier League,1,LM,7,,2018-07-24,2024,54,Brazil,,,,Right,5,4,3,High/Medium,Lean (170-185),Yes,91800000,,"Flair, Power Header, Technical Dribbler (AI)",83,78,73,83,53,80,73,80,83,79,75,86,74,65,61,83,85,81,79,82,73,83,86,83,77,70,84,46,83,74,77,81,45,58,48,12,7,8,11,13,,82+3,82+3,82+3,81,81,81,81,81,80+3,80+3,80+3,80+3,75+3,75+3,75+3,80+3,68+3,66+3,66+3,66+3,68+3,67+3,64+3,64+3,64+3,67+3,18+3,https://cdn.sofifa.net/players/231/943/22_120.png,https://cdn.sofifa.net/teams/7/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
232488,https://sofifa.com/player/232488/cristian-romero/220002,C. Romero,Cristian Gabriel Romero,CB,82,87,41500000,51000,23,1998-04-27,185,79,18,Tottenham Hotspur,English Premier League,1,SUB,4,Atalanta,,2022,52,Argentina,1369,RCB,13,Right,2,3,3,Low/High,Normal (185+),No,,,Dives Into Tackles (AI),76,46,52,61,83,84,39,48,83,69,53,50,43,38,49,68,80,73,72,81,68,51,86,83,82,37,89,80,39,43,40,78,83,84,83,5,7,11,10,14,,60+3,60+3,60+3,57,58,58,58,57,58+3,58+3,58+3,59+3,61+3,61+3,61+3,59+3,73+3,74+3,74+3,74+3,73+3,76+3,82+3,82+3,82+3,76+3,17+3,https://cdn.sofifa.net/players/232/488/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1369/60.png,https://cdn.sofifa.net/flags/ar.png
233096,https://sofifa.com/player/233096/denzel-dumfries/220002,D. Dumfries,Denzel Justus Morris Dumfries,RB,82,84,35000000,100000,25,1996-04-18,188,80,44,Inter,Italian Serie A,1,SUB,2,,2021-08-15,2025,34,Netherlands,105035,RB,22,Right,3,2,3,High/Medium,Normal (185+),Yes,62100000,,"Long Throw-in, Solid Player, Speed Dribbler (AI)",80,61,66,72,78,89,73,64,84,74,38,71,50,35,65,74,76,84,68,80,60,66,92,94,89,54,83,77,74,58,48,73,75,79,77,10,10,7,13,14,,73+3,73+3,73+3,72,71,71,71,72,70+3,70+3,70+3,73+3,72+3,72+3,72+3,73+3,78+3,76+3,76+3,76+3,78+3,79+3,80+3,80+3,80+3,79+3,19+3,https://cdn.sofifa.net/players/233/096/22_120.png,https://cdn.sofifa.net/teams/44/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
233419,https://sofifa.com/player/233419/raphael-dias-belloli/220002,Raphinha,Raphael Dias Belloli,"RM, RW",82,87,46000000,89000,24,1996-12-14,176,68,8,Leeds United,English Premier League,1,RM,10,,2020-10-06,2024,54,Brazil,,,,Left,4,4,2,High/High,Lean (170-185),Yes,90900000,"#Speedster, #Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Speed Dribbler (AI), Playmaker (AI), Technical Dribbler (AI)",91,76,76,84,49,72,78,74,45,76,72,86,81,75,70,83,90,91,88,82,79,81,74,84,64,76,76,55,81,77,73,78,45,54,38,8,7,13,8,14,,76+2,76+2,76+2,82,81,81,81,82,80+2,80+2,80+2,81+2,76+2,76+2,76+2,81+2,69+2,66+2,66+2,66+2,69+2,66+2,58+2,58+2,58+2,66+2,17+2,https://cdn.sofifa.net/players/233/419/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/br.png
233731,https://sofifa.com/player/233731/alexander-isak/220002,A. Isak,Alexander Isak,ST,82,86,45000000,37000,21,1999-09-21,192,77,457,Real Sociedad,Spain Primera Division,1,ST,19,,2019-07-01,2026,46,Sweden,1363,LS,11,Right,5,4,2,High/Low,Unique,Yes,97900000,,"Flair, Speed Dribbler (AI), Outside Foot Shot",84,82,68,79,29,69,61,83,77,79,83,79,70,57,47,82,82,85,79,81,66,84,71,70,75,77,52,29,86,76,75,77,25,21,18,7,6,9,7,11,,82+2,82+2,82+2,79,81,81,81,79,79+2,79+2,79+2,77+2,70+2,70+2,70+2,77+2,56+2,52+2,52+2,52+2,56+2,52+2,47+2,47+2,47+2,52+2,16+2,https://cdn.sofifa.net/players/233/731/22_120.png,https://cdn.sofifa.net/teams/457/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1363/60.png,https://cdn.sofifa.net/flags/se.png
234378,https://sofifa.com/player/234378/declan-rice/220002,D. Rice,Declan Rice,"CDM, CM",82,87,43000000,69000,22,1999-01-14,185,80,19,West Ham United,English Premier League,1,LDM,41,,2016-06-29,2024,14,England,1318,CDM,4,Right,3,2,1,Medium/High,Normal (185+),Yes,84900000,,"Leadership, Long Passer (AI)",66,53,71,74,81,79,50,42,71,82,40,75,58,53,80,79,64,68,53,77,61,70,74,84,76,60,82,83,54,75,71,80,80,83,80,8,11,14,5,9,,64+2,64+2,64+2,66,68,68,68,66,71+2,71+2,71+2,70+2,76+2,76+2,76+2,70+2,76+2,81+2,81+2,81+2,76+2,76+2,79+2,79+2,79+2,76+2,16+2,https://cdn.sofifa.net/players/234/378/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1318/60.png,https://cdn.sofifa.net/flags/gb-eng.png
234396,https://sofifa.com/player/234396/alphonso-davies/220002,A. Davies,Alphonso Boyle Davies,"LB, LM",82,89,57000000,59000,20,2000-11-02,183,75,21,FC Bayern M?nchen,German 1. Bundesliga,1,LB,19,,2019-01-01,2025,70,Canada,111455,LM,12,Left,4,4,3,High/Low,Unique,Yes,105500000,#Speedster,"Flair, Speed Dribbler (AI)",96,67,71,82,75,75,74,67,64,81,59,85,67,44,58,79,96,96,85,81,82,71,77,79,72,63,77,78,75,68,60,74,74,77,79,11,11,6,5,14,,75+3,75+3,75+3,79,78,78,78,79,77+3,77+3,77+3,79+3,74+3,74+3,74+3,79+3,80+3,76+3,76+3,76+3,80+3,80+3,76+3,76+3,76+3,80+3,18+3,https://cdn.sofifa.net/players/234/396/22_120.png,https://cdn.sofifa.net/teams/21/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/111455/60.png,https://cdn.sofifa.net/flags/ca.png
234943,https://sofifa.com/player/234943/florian-neuhaus/220002,F. Neuhaus,Florian Christian Neuhaus,CM,82,87,46000000,36000,24,1997-03-16,185,74,23,Borussia M?nchengladbach,German 1. Bundesliga,1,LDM,32,,2017-07-01,2024,21,Germany,1337,SUB,24,Right,4,3,2,Medium/Medium,Lean (185+),Yes,81700000,,Playmaker (AI),64,72,79,82,66,67,68,70,51,85,63,83,77,41,88,84,72,57,80,82,78,75,54,81,65,81,60,72,70,84,49,78,67,67,64,6,11,10,11,15,,72+2,72+2,72+2,77,77,77,77,77,80+2,80+2,80+2,78+2,82+2,82+2,82+2,78+2,73+2,76+2,76+2,76+2,73+2,71+2,67+2,67+2,67+2,71+2,19+2,https://cdn.sofifa.net/players/234/943/22_120.png,https://cdn.sofifa.net/teams/23/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1337/60.png,https://cdn.sofifa.net/flags/de.png
235410,https://sofifa.com/player/235410/youssef-en-nesyri/220002,Y. En-Nesyri,Youssef En-Nesyri,"ST, LW",82,86,44000000,37000,24,1997-06-01,188,78,481,Sevilla FC,Spain Primera Division,1,ST,15,,2020-01-16,2025,129,Morocco,,,,Left,4,3,2,High/High,Lean (185+),Yes,95700000,,"Speed Dribbler (AI), Power Header",78,83,58,78,35,76,48,89,84,69,76,84,63,47,58,79,74,81,68,80,47,83,83,76,76,75,76,31,82,52,67,74,27,31,27,13,9,14,9,13,,82+2,82+2,82+2,75,78,78,78,75,74+2,74+2,74+2,73+2,67+2,67+2,67+2,73+2,55+2,54+2,54+2,54+2,55+2,53+2,52+2,52+2,52+2,53+2,19+2,https://cdn.sofifa.net/players/235/410/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ma.png
235569,https://sofifa.com/player/235569/tanguy-ndombele/220002,T. Ndombele,Tanguy Ndomb?l? Alvaro,"CAM, CM, CDM",82,87,46000000,95000,24,1996-12-28,179,76,18,Tottenham Hotspur,English Premier League,1,SUB,28,,2019-07-02,2024,18,France,,,,Right,3,4,1,Medium/Medium,Unique,Yes,90900000,#Dribbler,"Flair, Outside Foot Shot, Technical Dribbler (AI)",71,72,81,88,69,72,75,70,56,85,62,89,76,62,81,87,73,69,84,81,91,80,60,69,74,75,73,72,72,87,60,87,66,74,69,8,10,13,8,7,,75+2,75+2,75+2,80,80,80,80,80,82+2,82+2,82+2,80+2,81+2,81+2,81+2,80+2,75+2,77+2,77+2,77+2,75+2,73+2,71+2,71+2,71+2,73+2,16+2,https://cdn.sofifa.net/players/235/569/22_120.png,https://cdn.sofifa.net/teams/18/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/fr.png
236792,https://sofifa.com/player/236792/tomas-soucek/220002,T. Sou?ek,Tom?? Sou?ek,"CDM, CM",82,85,36000000,81000,26,1995-02-27,192,86,19,West Ham United,English Premier League,1,RDM,28,,2020-07-27,2024,12,Czech Republic,1330,RDM,15,Right,3,3,1,High/High,Lean (185+),Yes,71100000,#Engine,"Solid Player, Power Header",64,72,74,74,82,85,69,73,83,81,59,74,63,53,76,77,61,66,66,81,58,73,90,92,84,70,76,83,75,72,70,78,81,82,79,11,13,5,6,8,,75+2,75+2,75+2,73,74,74,74,73,75+2,75+2,75+2,75+2,78+2,78+2,78+2,75+2,78+2,81+2,81+2,81+2,78+2,79+2,81+2,81+2,81+2,79+2,17+2,https://cdn.sofifa.net/players/236/792/22_120.png,https://cdn.sofifa.net/teams/19/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1330/60.png,https://cdn.sofifa.net/flags/cz.png
240130,https://sofifa.com/player/240130/eder-gabriel-militao/220002,?der Milit?o,?der Gabriel Milit?o,CB,82,89,56500000,130000,23,1998-01-18,186,78,243,Real Madrid CF,Spain Primera Division,1,RCB,3,,2019-07-01,2025,54,Brazil,,,,Right,3,2,2,Medium/Medium,Lean (170-185),Yes,127100000,,,83,50,69,71,83,82,72,48,81,77,34,70,60,40,70,73,81,84,69,83,63,62,86,85,80,42,82,84,64,59,60,74,83,83,82,11,8,15,12,15,,67+2,67+2,67+2,69,68,68,68,69,68+2,68+2,68+2,72+2,72+2,72+2,72+2,72+2,80+2,79+2,79+2,79+2,80+2,81+2,82+2,82+2,82+2,81+2,20+2,https://cdn.sofifa.net/players/240/130/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/br.png
241461,https://sofifa.com/player/241461/ferran-torres-garcia/220002,Ferran Torres,Ferran Torres Garc?a,"RW, ST",82,90,68500000,120000,21,2000-02-29,184,77,10,Manchester City,English Premier League,1,ST,21,,2020-08-04,2025,45,Spain,1362,RW,11,Right,4,4,1,High/Medium,Lean (170-185),Yes,140400000,,Technical Dribbler (AI),82,79,78,82,35,66,77,81,73,80,74,84,71,60,78,81,87,78,82,81,76,79,75,73,70,76,45,34,84,84,66,82,35,24,28,12,9,11,15,12,,80+2,80+2,80+2,82,82,82,82,82,82+2,82+2,82+2,81+2,75+2,75+2,75+2,81+2,61+2,58+2,58+2,58+2,61+2,57+2,49+2,49+2,49+2,57+2,20+2,https://cdn.sofifa.net/players/241/461/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
241464,https://sofifa.com/player/241464/pau-francisco-torres/220002,Pau Torres,Pau Francisco Torres,CB,82,89,56500000,35000,24,1997-01-16,191,80,483,Villarreal CF,Spain Primera Division,1,SUB,4,,2016-07-01,2024,45,Spain,1362,SUB,4,Left,3,2,2,Medium/High,Lean (185+),Yes,130000000,,Power Header,71,38,67,70,84,80,55,28,85,80,41,64,45,28,76,79,69,72,69,80,52,58,78,80,80,40,79,82,42,67,42,73,84,84,83,11,13,13,13,9,,60+2,60+2,60+2,62,62,62,62,62,66+2,66+2,66+2,66+2,72+2,72+2,72+2,66+2,77+2,80+2,80+2,80+2,77+2,78+2,82+2,82+2,82+2,78+2,19+2,https://cdn.sofifa.net/players/241/464/22_120.png,https://cdn.sofifa.net/teams/483/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
241671,https://sofifa.com/player/241671/dominik-livakovic/220002,D. Livakovi?,Dominik Livakovi?,GK,82,87,35000000,1000,26,1995-01-09,187,79,211,Dinamo Zagreb,Croatian Prva HNL,1,GK,40,,2015-08-31,2024,10,Croatia,,,,Right,3,1,2,Medium/Medium,Normal (185+),No,79600000,,Saves with Feet,,,,,,,13,12,13,46,10,19,12,11,56,28,57,54,65,80,30,56,61,32,75,9,26,21,11,60,15,64,24,20,21,81,78,74,80,85,56,33+2,33+2,33+2,33,35,35,35,33,38+2,38+2,38+2,36+2,40+2,40+2,40+2,36+2,32+2,38+2,38+2,38+2,32+2,32+2,33+2,33+2,33+2,32+2,81+2,https://cdn.sofifa.net/players/241/671/22_120.png,https://cdn.sofifa.net/teams/211/60.png,https://cdn.sofifa.net/flags/hr.png,,https://cdn.sofifa.net/flags/hr.png
244260,https://sofifa.com/player/244260/daniel-olmo-carvajal/220002,Dani Olmo,Daniel Olmo Carvajal,"CAM, CF",82,87,46000000,78000,23,1998-05-07,179,72,112172,RB Leipzig,German 1. Bundesliga,1,SUB,25,,2020-01-25,2024,45,Spain,1362,LW,19,Right,4,4,3,Medium/High,Lean (170-185),No,81700000,"#Dribbler, #Acrobat","Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",67,76,81,86,50,60,78,74,43,84,76,86,72,75,79,86,77,58,86,83,86,79,55,80,54,77,51,57,82,83,66,82,50,50,44,15,15,13,12,11,,74+3,74+3,74+3,80,80,80,80,80,82+3,82+3,82+3,81+3,80+3,80+3,80+3,81+3,68+3,68+3,68+3,68+3,68+3,64+3,55+3,55+3,55+3,64+3,21+3,https://cdn.sofifa.net/players/244/260/22_120.png,https://cdn.sofifa.net/teams/112172/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
45186,https://sofifa.com/player/45186/joaquin-sanchez-rodriguez/220002,Joaqu?n,Joaqu?n S?nchez Rodr?guez,"RM, LM",81,81,8500000,23000,39,1981-07-21,179,75,449,Real Betis Balompi?,Spain Primera Division,1,RM,17,,2015-09-01,2022,45,Spain,,,,Right,3,4,2,High/Medium,Normal (170-185),Yes,17900000,,"Leadership, Flair, Technical Dribbler (AI)",68,80,84,81,44,55,84,83,65,84,68,84,86,77,83,83,65,70,69,84,69,80,31,42,64,78,55,35,84,85,75,81,41,47,39,9,14,6,10,11,,78+2,78+2,78+2,81,81,81,81,81,82-1,82-1,82-1,80+1,77+2,77+2,77+2,80+1,61+2,62+2,62+2,62+2,61+2,58+2,53+2,53+2,53+2,58+2,19+2,https://cdn.sofifa.net/players/045/186/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
124375,https://sofifa.com/player/124375/burak-yilmaz/220002,B. Y  lmaz,Burak Y  lmaz,ST,81,81,11000000,39000,35,1985-07-15,188,77,65,LOSC Lille,French Ligue 1,1,LS,17,,2020-08-01,2022,48,Turkey,,,,Right,4,3,2,High/Medium,Lean (185+),No,20900000,,"Injury Prone, Leadership, Outside Foot Shot",79,83,69,73,34,79,68,83,75,70,77,72,68,78,61,74,78,79,72,87,48,88,68,71,81,81,85,33,87,70,80,83,29,29,26,14,15,11,8,12,,81,81,81,76,78,78,78,76,75+2,75+2,75+2,75+2,69+2,69+2,69+2,75+2,57+2,56+2,56+2,56+2,57+2,54+2,52+2,52+2,52+2,54+2,20+2,https://cdn.sofifa.net/players/124/375/22_120.png,https://cdn.sofifa.net/teams/65/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/tr.png
139068,https://sofifa.com/player/139068/luis-carlos-almeida-da-cunha/220002,Nani,Lu?s Carlos Almeida da Cunha,"LW, LM",81,81,12000000,14000,34,1986-11-17,177,70,112606,Orlando City Soccer Club,USA Major League Soccer,1,ST,17,,2019-02-19,2021,38,Portugal,,,,Right,5,5,4,High/Medium,Lean (170-185),Yes,18000000,#Dribbler,"Injury Prone, Flair, Outside Foot Shot, Technical Dribbler (AI)",70,77,81,85,37,68,82,73,62,82,75,86,86,80,77,86,77,65,85,81,77,85,32,67,68,81,76,31,81,81,70,84,53,22,20,5,10,13,6,6,,77+3,77+3,77+3,81,80,80,80,81,81,81,81,80+1,75+3,75+3,75+3,80+1,60+3,60+3,60+3,60+3,60+3,55+3,49+3,49+3,49+3,55+3,15+3,https://cdn.sofifa.net/players/139/068/22_120.png,https://cdn.sofifa.net/teams/112606/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/pt.png
153244,https://sofifa.com/player/153244/andre-pierre-gignac/220002,A. Gignac,Andr?-Pierre Christian Gignac,"ST, CF",81,81,11000000,50000,35,1985-12-05,189,85,1970,Tigres U.A.N.L.,Mexican Liga MX,1,RS,10,,2015-06-18,2024,18,France,,,,Right,3,3,1,Medium/Medium,Stocky (185+),Yes,17600000,"#Poacher, #Strength, #Complete Forward","Leadership, Finesse Shot, Long Shot Taker (AI), Power Header, Outside Foot Shot",68,83,73,75,41,84,72,85,79,75,77,76,77,70,69,78,71,66,66,78,61,84,74,72,92,79,83,47,81,75,77,81,30,41,23,10,15,14,11,11,,80+1,80+1,80+1,76,78,78,78,76,76+2,76+2,76+2,75+2,72+2,72+2,72+2,75+2,59+2,61+2,61+2,61+2,59+2,56+2,57+2,57+2,57+2,56+2,19+2,https://cdn.sofifa.net/players/153/244/22_120.png,https://cdn.sofifa.net/teams/1970/60.png,https://cdn.sofifa.net/flags/mx.png,,https://cdn.sofifa.net/flags/fr.png
156519,https://sofifa.com/player/156519/hector-herrera/220002,H. Herrera,H?ctor Miguel Herrera L?pez,CM,81,81,21000000,63000,31,1990-04-19,185,78,240,Atl?tico de Madrid,Spain Primera Division,1,SUB,16,,2019-07-03,2022,83,Mexico,1386,SUB,16,Right,4,3,3,Medium/Medium,Normal (185+),Yes,43100000,,"Solid Player, Long Shot Taker (AI)",70,75,76,76,78,84,65,72,61,81,59,76,69,68,79,78,71,70,73,81,68,81,77,93,80,78,84,82,82,78,67,77,81,82,67,6,10,15,7,16,,75+3,75+3,75+3,76,77,77,77,76,78+3,78+3,78+3,77+3,80+1,80+1,80+1,77+3,77+3,81,81,81,77+3,77+3,78+3,78+3,78+3,77+3,18+3,https://cdn.sofifa.net/players/156/519/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1386/60.png,https://cdn.sofifa.net/flags/mx.png
163489,https://sofifa.com/player/163489/andrea-consigli/220002,A. Consigli,Andrea Consigli,GK,81,81,4400000,32000,34,1987-01-27,189,82,111974,U.S. Sassuolo Calcio,Italian Serie A,1,GK,47,,2014-09-01,2022,27,Italy,,,,Right,3,1,2,Medium/Medium,Lean (185+),No,7500000,,,,,,,,,10,10,10,31,19,10,15,15,27,23,48,34,57,75,40,54,80,31,51,19,11,15,10,46,21,63,10,17,19,81,82,72,80,83,42,27+2,27+2,27+2,26,28,28,28,26,30+2,30+2,30+2,27+2,30+2,30+2,30+2,27+2,26+2,27+2,27+2,27+2,26+2,25+2,24+2,24+2,24+2,25+2,80+1,https://cdn.sofifa.net/players/163/489/22_120.png,https://cdn.sofifa.net/teams/111974/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/it.png
163705,https://sofifa.com/player/163705/steve-mandanda/220002,S. Mandanda,Steve Mandanda,GK,81,81,2900000,24000,36,1985-03-28,185,82,219,Olympique de Marseille,French Ligue 1,1,GK,30,,2017-07-11,2024,18,France,1335,SUB,16,Right,3,1,3,Medium/Medium,Normal (185+),Yes,5500000,,"Leadership, Team Player",,,,,,,14,13,13,46,13,19,13,12,36,27,53,43,52,80,36,59,69,31,61,7,37,23,11,55,11,62,13,15,13,80,80,78,81,81,49,31+3,31+3,31+3,32,34,34,34,32,36+3,36+3,36+3,34+3,36+3,36+3,36+3,34+3,30+3,34+3,34+3,34+3,30+3,29+3,29+3,29+3,29+3,29+3,80+1,https://cdn.sofifa.net/players/163/705/22_120.png,https://cdn.sofifa.net/teams/219/60.png,https://cdn.sofifa.net/flags/fr.png,https://cdn.sofifa.net/teams/1335/60.png,https://cdn.sofifa.net/flags/fr.png
167664,https://sofifa.com/player/167664/gonzalo-higuain/220002,G. Higua?n,Gonzalo Gerardo Higua?n,ST,81,81,16500000,14000,33,1987-12-10,186,89,112893,Inter Miami CF,USA Major League Soccer,1,ST,9,,2020-09-18,2022,52,Argentina,,,,Right,4,3,4,High/Medium,Unique,Yes,24800000,"#Strength, #Clinical Finisher, #Complete Forward","Leadership, Outside Foot Shot",58,84,71,78,29,71,68,86,77,75,83,79,74,69,63,81,57,59,64,80,67,85,72,56,86,80,50,18,86,75,70,84,32,22,18,5,12,7,5,10,,80+1,80+1,80+1,76,79,79,79,76,77+3,77+3,77+3,74+3,69+3,69+3,69+3,74+3,51+3,52+3,52+3,52+3,51+3,48+3,46+3,46+3,46+3,48+3,16+3,https://cdn.sofifa.net/players/167/664/22_120.png,https://cdn.sofifa.net/teams/112893/60.png,https://cdn.sofifa.net/flags/us.png,,https://cdn.sofifa.net/flags/ar.png
